lemma	identifier1	identifier2	context1	context2	indexes_target_token1	derived_indexes1	indexes_target_token2	derived_indexes2	judgment
bar	mag_1840_586555.txt-209-16	fic_1993_25016.txt-1330-5	Such,  we  may  safely  venture  to  say,  is  now  the  settled  judgment  of  the  bar  and  the  country.	She  gave  out  Three  Musketeers  bars  at  our  class  Halloween  party.	71:74	[71,  74]	30:34	[30,  33]	
bar	fic_1857_2618.txt-6013-23	mag_1821_553342.txt-352-17	The  disconsolate  soldier  accordingly  wended  on  his  way,  to  tell  the  best  story  he  could  to  save  himself  from  blame;  while  Bars,  after  relocking  his  empty  prison,  and  barring  his  door,  snuggled  himself  alongside  his  partner  to  busy  his  rather  obtuse  brain  with  schemes  of  a  like  nature  on  his  own  behalf.	A  community  provided  with  ample  resources  against  an  endless  increase  of  members,  and  enjoying  a  free  bar,  a  free  senate,  and  a  free  press,  if  true  to  herself,  must  do  great  things.	122:126	[166,  169]	102:105	[102,  105]	
bar	fic_1998_31990.txt-71-5	fic_1999_45403.txt-19-31	He  joined  me  at  the  bar  as  casually  as  though  this  date  had	I  said,   "  Hotdamn  that's  a  good  flea  market  y'all  got  yourselves  down  the  road,   "  because  from  the  looks  on  the  six  or  eight  guys  in  the  bar  I  knew  that  they  sold  their  wares  there  between  the  pine  trees  of  the  jockey  lot.	20:23	[20,  23]	137:140	[137,  140]	
bar	mag_2001_416721.txt-69-0	mag_2007_390968.txt-43-4	Bar  owners,  he  says,  sometimes  bribe  police  officers,  who  release  them  and  deport  the  women  who  spoke  against  them.	He  opened  Momofuku  Noodle  Bar  and  then  Momofuku  Ssm  Bar  in  New  York,  tiny  joints  that  reimagine  ramen  noodles  and  other  Asian  delicacies  for  the  twenty-first  century.   "	0:3	[-1,  2]	26:29	[-1,  2]	
bar	nf_2001_746558.txt-31-50	fic_1993_25016.txt-1330-5	We  believe  it  sufficient  to  state  that  those  acts,  whether  performed  in  court  or  in  the  law  office,  which  lawyers  have  customarily  carried  on  from  day  to  day  through  the  centuries  must  constitute  the  '  practice  of  law,  '   "  stated  the  Arizona  Supreme  Court  in  State  Bar  of  Arizona  v.  Arizona  Land  Title  and  Trust  Co.  (1961).	She  gave  out  Three  Musketeers  bars  at  our  class  Halloween  party.	265:268	[-1,  2]	30:34	[30,  33]	
bar	fic_1837_8325.txt-663-43	mag_1854_555974.txt-331-28	--  Revenge  may  draw  a  subsidy  from  pain,  Wringing  stern  usury  from  woman's  woe,  And  infancy's  distress;  but  is  it  well  For  souls  that  hasten  to  a  dread  account  Of  motive  and  of  deed  at  Heaven's  high  bar,  To  break  their  Saviour's  law?	Practically,  we  know  that  nine  tenths  either  goes  to  the  mint  as  soon  as  it  is  washed  out  of  the  earth,  or  is  cast  into  stamped  bars  which  perform  all  the  purposes  of  coin.	199:202	[199,  202]	128:132	[128,  131]	
bar	fic_1845_7262.txt-1101-7	fic_2002_47139.txt-175-11	They  passed  an  island  --  a  narrow  bar  of  sand  with  a  few  stray  blades  of  grass  scattered  along  its  centre,  as  if  to  set  off  the  baldness  of  the  remaining  portions,  while  a  stunted  poplar  marked  the  spot  where  stood  a  small  hut  nearly  dismantled  by  the  tempests  and  the  droughts  of  successive  seasons.	Mr.  Benson  tipped  his  glass  to  our  reflections  in  the  long  bar  mirror  before  he  turned  to  the  pool  table-It  ain't  the  drank.	34:37	[34,  37]	59:62	[59,  62]	
bar	nf_1833_747716.txt-118-0	mag_1854_555974.txt-331-28	bar  of  the  House,  against  the  matter  of  the  charges  exhibited  against  him,  and  praying,  also,  for  a  copy  of  the  charges;  both  of  which  were  granted.	Practically,  we  know  that  nine  tenths  either  goes  to  the  mint  as  soon  as  it  is  washed  out  of  the  earth,  or  is  cast  into  stamped  bars  which  perform  all  the  purposes  of  coin.	0:3	[0,  3]	128:132	[128,  131]	
bar	nf_1963_774222.txt-1117-19	fic_2000_52518.txt-317-5	May  we  not  suppose  that  at  the  rehearsal  he  told  the  oboe  to  rest  for  a  certain  number  of  bars  (indeed  if  the  oboist  tried  to  play  the  whole  time  as  written  he  would  probably  burst);  and  occasionally  told  the  violins  to  be  silent  and  let  the  oboe  be  heard  alone?	She's  sitting  at  the  bar  with  Mitch,  tossing  her  hair  and  laughing  and  moving  her  long  fingers  up  his  biceps.	90:94	[90,  93]	21:24	[21,  24]	
bar	mag_1854_555965.txt-99-21	fic_2002_47139.txt-175-11	Before  a  legal  tribunal,  the  want  of  conclusive  testimony  of  guilt  justifies  an  assumption  of  innocence;  but  at  the  bar  of  public  opinion,  a  man  who  fails  to  repel  suspicion  and  reproach  virtually  indorses  the  correctness  of  the  popular  verdict.	Mr.  Benson  tipped  his  glass  to  our  reflections  in  the  long  bar  mirror  before  he  turned  to  the  pool  table-It  ain't  the  drank.	116:119	[116,  119]	59:62	[59,  62]	
bar	nf_1997_746546.txt-5-2	mag_1854_555974.txt-331-28	The  American  Bar  Association  has  recently  completed  a  comprehensive  recodification  of  the  Standards  for  Approval  of  Law  Schools  and  Interpretations.	Practically,  we  know  that  nine  tenths  either  goes  to  the  mint  as  soon  as  it  is  washed  out  of  the  earth,  or  is  cast  into  stamped  bars  which  perform  all  the  purposes  of  coin.	13:16	[-1,  2]	128:132	[128,  131]	
bar	fic_1983_23972.txt-314-7	fic_1993_25016.txt-1330-5	Morgan  found  a  dark  corner  of  the  bar  and  flicked  through  old  magazines  for  a  while.	She  gave  out  Three  Musketeers  bars  at  our  class  Halloween  party.	34:37	[34,  37]	30:34	[30,  33]	
bar	fic_1843_7208.txt-8758-13	fic_1993_25016.txt-1330-5	He  speeded  swiftly  into  the  hall;  unfastened  the  door  --  the  old  bar  crumbled  as  he  pulled  it  down  --  and  was  in  the  open  air.	She  gave  out  Three  Musketeers  bars  at  our  class  Halloween  party.	65:68	[65,  68]	30:34	[30,  33]	
bar	fic_1962_10417.txt-5617-32	mag_1854_555974.txt-331-28	The  band  stopped  playing,  the  dancers  dispersed,  lights  were  dimmed  in  the  salon  and  on  deck;  sailors  came  out  with  their  buckets  and  brushes;  the  man  at  the  bar  was  obviously  closing  up  for  the  night.	Practically,  we  know  that  nine  tenths  either  goes  to  the  mint  as  soon  as  it  is  washed  out  of  the  earth,  or  is  cast  into  stamped  bars  which  perform  all  the  purposes  of  coin.	158:161	[158,  161]	128:132	[128,  131]	
bar	fic_1836_7330.txt-1145-5	mag_2007_390968.txt-43-4	Blazeaway  walked  up  to  the  bar,  exclaiming  --   "  The  thing  was  well  done  and  justly.	He  opened  Momofuku  Noodle  Bar  and  then  Momofuku  Ssm  Bar  in  New  York,  tiny  joints  that  reimagine  ramen  noodles  and  other  Asian  delicacies  for  the  twenty-first  century.   "	27:30	[27,  30]	26:29	[-1,  2]	
bar	nf_1859_747504.txt-1852-7	fic_2002_47139.txt-175-11	The  Rising  Sun  was  lost  on  the  bar  of  Charlestown;  and  of  the  colony,  not  more  than  thirty	Mr.  Benson  tipped  his  glass  to  our  reflections  in  the  long  bar  mirror  before  he  turned  to  the  pool  table-It  ain't  the  drank.	31:34	[31,  34]	59:62	[59,  62]	
bar	fic_1854_9193.txt-1299-7	fic_2002_47139.txt-175-11	said  Ned,  still  brandishing  the  iron  bar.   "	Mr.  Benson  tipped  his  glass  to  our  reflections  in  the  long  bar  mirror  before  he  turned  to  the  pool  table-It  ain't  the  drank.	37:40	[37,  40]	59:62	[59,  62]	
bar	fic_1982_13389.txt-1305-4	mag_2007_390968.txt-43-4	You  sit  in  the  bar  all  ready  to  tell  your  best  stories  and  you  forget  half  of  them.	He  opened  Momofuku  Noodle  Bar  and  then  Momofuku  Ssm  Bar  in  New  York,  tiny  joints  that  reimagine  ramen  noodles  and  other  Asian  delicacies  for  the  twenty-first  century.   "	15:18	[15,  18]	26:29	[-1,  2]	
bar	fic_2009_36731.txt-175-10	fic_2005_32805.txt-98-8	Wilner  looked  to  where  his  wife  was  standing  at  the  bar.	He'd  lined  up  the  bottles  on  the  bar  in  front  of  him,  green  pickets.	52:55	[52,  55]	33:36	[33,  36]	
bar	fic_2000_13985.txt-1385-16	mag_1854_555974.txt-331-28	MARY  JANE  HANRAHAN  When  you're  acquitted,  Angel,  when  we're  sitting  in  a  bar  together  drinking  beer  and  eating  chicken  wings,  then  make  conversation!	Practically,  we  know  that  nine  tenths  either  goes  to  the  mint  as  soon  as  it  is  washed  out  of  the  earth,  or  is  cast  into  stamped  bars  which  perform  all  the  purposes  of  coin.	73:76	[73,  76]	128:132	[128,  131]	
bar	fic_2004_29885.txt-4-10	fic_2002_47139.txt-175-11	Since  the  soldiers  were  the  only  clean-cut  men  in  the  bar,  it  was  easy  to  identify  them  although  none  were  in  uniform.	Mr.  Benson  tipped  his  glass  to  our  reflections  in  the  long  bar  mirror  before  he  turned  to  the  pool  table-It  ain't  the  drank.	54:57	[54,  57]	59:62	[59,  62]	
bar	nf_1837_747882.txt-1668-34	fic_2000_52518.txt-317-5	In  this  case  a  link  of  the  same  form  had  been  before  in  use,  and  it  had  been  strengthened  by  a  bar  across  it,  but  a  change  of  the  form  of  this  bar,  and  the  manner  of  attaching  it  to  the  link,  was  considered,  and  as  it  should  seem  with  very  good  reason,  by  Chief  Justice  Abbott  and  Mr.  Justice  Bayley,  to  be  a  good  founda-  Bruoton?	She's  sitting  at  the  bar  with  Mitch,  tossing  her  hair  and  laughing  and  moving  her  long  fingers  up  his  biceps.	143:146	[95,  98]	21:24	[21,  24]	
bar	fic_1843_7074.txt-2687-54	fic_2000_52518.txt-317-5	The  animals  manifestly  enjoyed  the  affair;  hens  of  maternal  character  clucked  mid  late  broods,  and  some  wallowed  in  dust;  geese  hissed;  ducks  quacked;  and  dogs,  in  all  quarters,  ran,  barked,  and  wagged  their  very  tails  for  gladness;  while  shaggy  horses  peeped  in  wonder  over  bars,  or  hung  tenderly  about  the  barn  and  corn  cribs.	She's  sitting  at  the  bar  with  Mitch,  tossing  her  hair  and  laughing  and  moving  her  long  fingers  up  his  biceps.	275:279	[183,  186]	21:24	[21,  24]	
bar	nf_1856_755595.txt-1034-8	fic_1999_45403.txt-19-31	At  another  side  of  the  hall  is  the  bar,  a  handsomely  decorated  apartment,  where  lovers  of  such  beverages  can  procure   "  toddy,   "   "  night-caps,   "   "  mint  julep,   "   "  gin  sling,   "  &c.;  On  the  door  of  my  very  neat  and  comfortable  bed-room  was  a  printed  statement  of  the  rules,  times  of  meals,  and  charge  per  diem.	I  said,   "  Hotdamn  that's  a  good  flea  market  y'all  got  yourselves  down  the  road,   "  because  from  the  looks  on  the  six  or  eight  guys  in  the  bar  I  knew  that  they  sold  their  wares  there  between  the  pine  trees  of  the  jockey  lot.	35:38	[35,  38]	137:140	[137,  140]	
bar	nf_1834_747938.txt-891-26	mag_1854_555974.txt-331-28	These  were  composed  of  a  box  9,  feet  long,  and  about  the  same  width  and  depth,  formed  by  light  bars,  with  stronger  bars  at  the  corners.	Practically,  we  know  that  nine  tenths  either  goes  to  the  mint  as  soon  as  it  is  washed  out  of  the  earth,  or  is  cast  into  stamped  bars  which  perform  all  the  purposes  of  coin.	115:119	[95,  98]	128:132	[128,  131]	
bar	nf_1859_747504.txt-1852-7	fic_2005_32805.txt-98-8	The  Rising  Sun  was  lost  on  the  bar  of  Charlestown;  and  of  the  colony,  not  more  than  thirty	He'd  lined  up  the  bottles  on  the  bar  in  front  of  him,  green  pickets.	31:34	[31,  34]	33:36	[33,  36]	
bar	fic_1853_9069.txt-3-11	fic_1993_25016.txt-1330-5	The  tree  stands  on  a  base  of  gray  and  black  intertwined  bars,  referred  to  as  a  wreath  in  heraldic  terms.	She  gave  out  Three  Musketeers  bars  at  our  class  Halloween  party.	56:60	[56,  59]	30:34	[30,  33]	
bar	nf_1844_747607.txt-3721-35	fic_1847_8919.txt-1065-12	This  the  ancient  Hebrew  writers  describe  as  in  the  central  parts  of  the  earth;  a  vast  repository,  surrounded  by  an  impassable  wall,  and  fortified  with  huge  gates  of  brass,  and  massive  bars  of  iron,  which  our  Saviour  by  his  *  Those  who  wish  to  see  this  subject  fully  and  learnedly  discussed,  I  beg  leave  to  refer  to  Dr.  Horsely's  Critical  Notes  on  Ilosea,  page  257,  &c.,;  pages  200,  201;  and  page  46,  note  7i;  and  also  his  sermon  on  Christ's  Descent  into  Hell.	Exit,  leaning  on  William,  D.  R.  H.  Landlord  retires  behind  bar.	184:188	[184,  187]	59:62	[59,  62]	
bar	fic_1856_1562.txt-1235-42	fic_1993_25016.txt-1330-5	Her  voluminous  discourse  involved  her  opinions  of  her  neighbors,  friends,  and  relatives;  and,  one  day,  a  few  weeks  after,  I  was  suddenly  surprised  by  a  visit  from  a  gentleman  --  one  of  the  members  of  the  bar  --  who  placed  a  letter  in  my  hands  from  Mr.  Perkins.	She  gave  out  Three  Musketeers  bars  at  our  class  Halloween  party.	204:207	[204,  207]	30:34	[30,  33]	
bar	fic_1977_780095.txt-189-7	mag_1821_553342.txt-352-17	For  years  it  had  been  a  small  bar,  The  Lilac  Playroom,  a  rendezvous  for  passed-over  whores,  spent  jockeys,  and  deathbound  vagrants.	A  community  provided  with  ample  resources  against  an  endless  increase  of  members,  and  enjoying  a  free  bar,  a  free  senate,  and  a  free  press,  if  true  to  herself,  must  do  great  things.	30:33	[30,  33]	102:105	[102,  105]	
bar	mag_2005_396762.txt-36-69	mag_2007_390968.txt-43-4	NUTRITIONAL  LOWDOWN  180-190  cal,  10  g  pro,  27-28  g  carb,  3-5  g  fat,  1.5-2.5  g  sat  fat,  0  mg  chol,  1-2  g  fiber,  140-170  mg  sodium  FLAVORS  Berry  Banana  Buzz,  Peanut  Butter  n  '  Honey,  Rocket  Chocolate,  Apple  Cinnamon  with  Cranberries  PRICE  PER  BAR  AND  WHERE  TO  BUY  $1.69,  EMS  stores  and  www.honeystinger.com  PRODUCT  CLIF  Nectar  DESCRIPTION  Each  bar  contains  up  to  five  organic  ingredients  and  two  servings  of  fruit.	He  opened  Momofuku  Noodle  Bar  and  then  Momofuku  Ssm  Bar  in  New  York,  tiny  joints  that  reimagine  ramen  noodles  and  other  Asian  delicacies  for  the  twenty-first  century.   "	342:345	[342,  345]	26:29	[-1,  2]	
bar	fic_1973_780108.txt-2947-19	fic_1993_25016.txt-1330-5	The  house  was  like  a  fortress,  illuminated  by  floodlights,  its  ground-floor  windows  protected  by  thin  curved  iron  bars.	She  gave  out  Three  Musketeers  bars  at  our  class  Halloween  party.	114:118	[114,  117]	30:34	[30,  33]	
bar	fic_1973_16200.txt-63-11	mag_2007_390968.txt-43-4	BAR  AREA  Tony  pushes  him  out  the  door  and  into  the  bar  area.	He  opened  Momofuku  Noodle  Bar  and  then  Momofuku  Ssm  Bar  in  New  York,  tiny  joints  that  reimagine  ramen  noodles  and  other  Asian  delicacies  for  the  twenty-first  century.   "	51:54	[51,  54]	26:29	[-1,  2]	
bar	fic_1970_782004.txt-928-31	fic_1993_25016.txt-1330-5	The  future  was  here,  thought  |  The  Nightman  as  his  eyes,  lidded  and  heavy,  moved  past  the  closed  door  of  the  poolroom  toilet  and  settled  on  the  iron  bars  covering  the  back  window.   "	She  gave  out  Three  Musketeers  bars  at  our  class  Halloween  party.	149:153	[149,  152]	30:34	[30,  33]	
bar	mag_1825_553587.txt-287-46	mag_1821_553342.txt-352-17	And  upon  questions  involving  the  lex  loci,  he  has  triumphantly  shown,  that  he  can  master  the  results  of  foreign  jurisprudence,  and,  as  in  the  very  interesting  case  of  Dalryrnpie  v.  Dalrymple,  compose  the  strifes  of  the  learned  advocates  of  the  Scottish  bar,  and  fix  forever  upon  an  immovable  basis  a  question,  which  had  vexed  the	A  community  provided  with  ample  resources  against  an  endless  increase  of  members,  and  enjoying  a  free  bar,  a  free  senate,  and  a  free  press,  if  true  to  herself,  must  do  great  things.	253:256	[253,  256]	102:105	[102,  105]	
