lemma	identifier1	identifier2	context1	context2	indexes_target_token1	derived_indexes1	indexes_target_token2	derived_indexes2	judgment	cosine_similarity
afternoon	fic_1853_4303.txt-2902-31	fic_1853_7732.txt-4-29	At    noon    where    they    halted    the    face    of    the    country    was    much    as    it    was    when    they    set    out    in    the    morning;    but,    after    a    rapid    ride    in    the    afternoon,    the    vegetation    entirely    disappeared    except    the    rank    grass,    leaving    a    broad    prairie    before    them.	and    the    hollow    moan    Of    the    fitful    breeze    had    a    plaintive    tone;    And    it    seemed,    though    in    the    heart    of    June,    Like    the    year's    autumnal    afternoon.	134:143	[134,    143]	132:141	[132,    141]	4.0	0.9008013010025024
afternoon	fic_1989_782038.txt-2490-5	fic_1846_7036.txt-2381-16	How    '    bout    tomorrow    afternoon    at    two?	By    some    accident,    Big    Elk    became    separated    from    his    hunting    companions,    late    in    the    afternoon    of    a    winter's    day.	22:31	[20,    29]	84:93	[84,    93]	4.0	0.9264569282531738
afternoon	fic_1835_7353.txt-1190-8	mag_1855_556005.txt-194-2	At    Terni,    which    we    reached    in    the    afternoon,    we    found    a    guide,    and    made    exertions    to    reach    the    celebrated    cascade    in    the    vicinity,    before    sunset.	One    Sabbath    afternoon,    in    the    winter    of    1753,    as    he    lay    on    a    couch,    in    the    full    possession    of    those    noble    faculties    he    had    borne    so    meekly,    listening    to    one    of    Sherlock's    Sermons,    his    wife    beside    and    his    children    around    him,    the    gentle    and    exalted    spirit    of	34:43	[34,    43]	12:21	[12,    21]	4.0	0.9700150489807129
afternoon	fic_1982_16205.txt-2111-8	fic_1846_7036.txt-2381-16	It    is    obvious    that    she    has    spent    the    afternoon    at    the    beauty    parlor.	By    some    accident,    Big    Elk    became    separated    from    his    hunting    companions,    late    in    the    afternoon    of    a    winter's    day.	37:46	[37,    46]	84:93	[84,    93]	4.0	0.9188183546066284
afternoon	fic_1835_7268.txt-820-3	fic_1846_7036.txt-2381-16	   "school    here    Sunday    afternoons,    ten    children,    sometimes    more,    from    father's    families       "   "    --       "   "    Father's    families!    '   "	By    some    accident,    Big    Elk    became    separated    from    his    hunting    companions,    late    in    the    afternoon    of    a    winter's    day.	19:29	[20,    29]	84:93	[84,    93]	4.0	0.9567899703979492
afternoon	fic_1853_9040.txt-516-26	fic_1997_54614.txt-159-18	   "At    length,    one    of    the    young    men    who    had    been    in    communication    with    the    bottles,    mentioned    as    lying    cool    among    the    ivy    during    the    afternoon,    protested    that    he    would    bring    a    rail    to    serve    as    a    pry,    unless    his    companions    desisted    from    further    eating    of    their    own    free    will.       "   "   "	lust    jumped    out    of    it,    out    of    my    seat,    out    of    my    job    (for    the    afternoon).	129:138	[130,    139]	62:71	[62,    71]	4.0	0.9377281069755554
afternoon	fic_1998_43428.txt-168-2	fic_1850_2310.txt-1321-9	Later    that    afternoon,    they    all    went    for    a    walk    to    the    caves    at    the    far    end    of    the    beach.	She    remained    in    company    with    the    cows    all    the    afternoon.	11:20	[11,    20]	46:55	[46,    55]	4.0	0.9699944257736206
afternoon	mag_1997_428407.txt-43-45	fic_1971_14051.txt-667-2	   "Several    scholars,    chosen    to    spend    a    year    doing    research    at    the    Getty,    complained    a    few    years    ago    that    they    were    treated    too    well:    tastefully    furnished    apartments    with    maid    service,    catered    lunches    with    excellent    wine,    servings    of    tea    and    cookies    every    afternoon,    no    pressure    to    produce.       "   "   "	On    those    afternoons    by    the    sea,    we    knitted,    Sheila    and    I,    and    talked    about    poetry    and    children.	252:261	[253,    262]	9:19	[9,    18]	4.0	0.9047760367393494
afternoon	fic_1848_7193.txt-3809-25	fic_1852_9832.txt-757-5	   "Behold    --       "   "    said    a    Reverend    man,    one    Sabbath-day,    as    he    surveyed    the    thousand    faces,    mellowed    by    the    mild    beams    of    an    afternoon    sun    --       "   "    Behold    the    sands    that    stretch    beside    the    waves    of    the    Ocean.   "	   "We    were    out    walking    one    afternoon,    and    the    two    boys    had    been    excursionizing    to    their    heart's    content,    when    Archie    came    up    with,       "   "    O    Miss    Kate!   "	118:127	[120,    129]	24:33	[25,    34]	4.0	0.9390697479248047
afternoon	fic_1848_7341.txt-1820-4	fic_1851_3300.txt-1083-18	It    was    a    pleasant    afternoon,    and    as    we    walked    along    on    the    bank    of    the    canal    what    carries    the    water    from    the    river    to    the	The    last    part    of    Louis    '    speech    was    nearly    inaudible,    and    no    more    was    said    until    the    afternoon.	18:27	[18,    27]	85:94	[85,    94]	4.0	0.966733455657959
afternoon	fic_1849_2605.txt-1007-13	fic_1851_3300.txt-1083-18	We    resolved    ourselves    into    a    sort    of    committee    of    the    whole,    one    afternoon;    and    after    a    long    and    somewhat    spirited    debate,    came    to    the    unanimous    conclusion    that,    in    the    course    of    human    events,    it    became    necessary    to    employ    the    most    effective    measures    to    procure    additional    supplies    from    the    cellar.	The    last    part    of    Louis    '    speech    was    nearly    inaudible,    and    no    more    was    said    until    the    afternoon.	65:74	[65,    74]	85:94	[85,    94]	4.0	0.9565997123718262
afternoon	fic_2006_51045.txt-778-3	fic_1992_40272.txt-627-18	In    the    late    afternoon,    all    four    brothers    came    with    their    wives    for    the    end    of    Pchum    Ben,    when    the    ghosts    of    the    dead    can    wander    the    Earth.	Old    shopping    lists    and    ticket    stubs    and    wads    of    listed    newsprint    come    falling    around    Pafko    in    the    faded    afternoon.	12:21	[12,    21]	104:113	[104,    113]	4.0	0.9656356573104858
afternoon	mag_1848_565759.txt-119-14	fic_1997_54614.txt-159-18	At    Hudson,    in    Ohio,    at    half    past    three    o'clock,    in    the    afternoon,    full    intelligence    is    received    of    all    the    transactions    of    business,    and    of    all    iraportaut    events    that    have    transpired    in    the    city    of    New    York    up    to    three    o'clock.	lust    jumped    out    of    it,    out    of    my    seat,    out    of    my    job    (for    the    afternoon).	55:64	[55,    64]	62:71	[62,    71]	4.0	0.8405338525772095
afternoon	fic_1847_1094.txt-4528-4	mag_1855_556005.txt-194-2	Though    early    in    the    afternoon,    everything    was    quiet;    but    upon    mounting    the    side    we    found    four    or    five    sailors    lounging    about    the    forecastle,    under    an    awning.	One    Sabbath    afternoon,    in    the    winter    of    1753,    as    he    lay    on    a    couch,    in    the    full    possession    of    those    noble    faculties    he    had    borne    so    meekly,    listening    to    one    of    Sherlock's    Sermons,    his    wife    beside    and    his    children    around    him,    the    gentle    and    exalted    spirit    of	20:29	[20,    29]	12:21	[12,    21]	4.0	0.9678523540496826
afternoon	fic_1834_7252.txt-206-4	nf_1849_762578.txt-1803-0	About    two    of    the    afternoon    they    reached    the    river,    almost    exhausted.	afternoon    that    the    Indian    bought    me,    he    started    with    me    to    his    residence,    which    was    fifty    or    sixty    miles    distant.	17:26	[17,    26]	0:9	[0,    9]	4.0	0.9631822109222412
afternoon	fic_1842_7206.txt-3926-5	fic_1845_7170.txt-9891-50	He    had    caught,    one    afternoon,    in    company    with    a    crew    of    political    cronies,    a    small    car-full    of    striped    bass    and    Lafayette    fish,    in    the    East    river,    and    was    declared    the    Hero    of    Kipp's    Bay.	   "Reports    unfavorable    to    the    reputation    of    Mrs.    Wiswall,    who    has    taken    a    house    in    town,    and    of    Bertha,    and    also    of    Rose,    have    reached    here,    and    we    are    called    a    harboring    place    of    unprincipled    persons,    a    community    of    --    Deacon    Ramsdill    was    here    this    afternoon;    he    has    not    been    deprived    of    his    good    cheer.       "   "   "	19:28	[19,    28]	247:256	[248,    257]	4.0	0.9718058109283447
